
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::bucket_size          128                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::max_bucket          639                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::samples         1311                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::mean   342.231884                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::gmean   280.238595                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::stdev   155.568177                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared |         344     26.24%     26.24% |           0      0.00%     26.24% |           0      0.00%     26.24% |         967     73.76%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::total         1311                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.I.RU.total          967                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.UD.UD_RU.total           21                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.UC.UC_RU.total          323                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::bucket_size          128                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::max_bucket          639                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::samples           35                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::mean   382.571429                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::gmean   339.953934                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::stdev   125.529300                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC |           5     14.29%     14.29% |           0      0.00%     14.29% |           0      0.00%     14.29% |          30     85.71%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::total           35                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC.I.RU.total           30                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC.UD.RU.total            5                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::bucket_size           16                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::max_bucket           79                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::samples         1344                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::mean    18.125744                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::gmean    17.507246                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::stdev     5.685722                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull |         700     52.08%     52.08% |         585     43.53%     95.61% |          53      3.94%     99.55% |           6      0.45%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::total         1344                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull.UD_RU.UD.total         1344                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::bucket_size            8                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::max_bucket           39                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::samples            4                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::mean           20                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::gmean    19.747249                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::stdev     3.651484                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull |           0      0.00%      0.00% |           0      0.00%      0.00% |           3     75.00%     75.00% |           1     25.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::total            4                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull.RU.I.total            4                       (Unspecified)
system.ruby.hnf.cntrl.cache.numDataArrayReads          346                       # Number of data array reads (Unspecified)
system.ruby.hnf.cntrl.cache.streamingHnfFillBypasses            4                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.ruby.hnf.cntrl.cache.numTagArrayReads         2690                       # Number of tag array reads (Unspecified)
system.ruby.hnf.cntrl.cache.numTagArrayWrites         2694                       # Number of tag array writes (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::0            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::1            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::2            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::3            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::4            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::5            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::6            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::7            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::8            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::9            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::10            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::11            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::12            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::13            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::14            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::15            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::16            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::17            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::18            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::19            0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_hits           98                       # Number of cache demand hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_misses          239                       # Number of cache demand misses (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_accesses          337                       # Number of cache demand accesses (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_hits          247                       # Number of cache prefetch hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_misses          760                       # Number of cache prefetch misses (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_accesses         1007                       # Number of cache prefetch accesses (Unspecified)
system.ruby.hnf.cntrl.datIn.m_msg_count          2696                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.datIn.m_buf_msgs       0.016904                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.datOut.m_msg_count          698                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.datOut.m_buf_msgs      0.009424                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.datOut.m_stall_time       402500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.hnf.cntrl.datOut.m_avg_stall_time   576.647564                       # Average stall ticks per message ((Tick/Count))
system.ruby.hnf.cntrl.power_state.pwrStateResidencyTicks::UNDEFINED     79747912                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.hnf.cntrl.reqIn.m_msg_count          2690                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqIn.m_buf_msgs       0.016864                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.reqOut.m_msg_count          999                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.reqOut.m_buf_msgs      0.006264                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.reqRdy.m_msg_count         2690                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspIn.m_msg_count          1346                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspIn.m_buf_msgs       0.008439                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.rspOut.m_msg_count         1346                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.rspOut.m_buf_msgs      0.008439                       # Average number of messages in buffer ((Count/Tick))
system.ruby.hnf.cntrl.sf.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.ruby.hnf.cntrl.sf.m_allocsByWay              0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_hits              0                       # Number of cache demand hits (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_misses            0                       # Number of cache demand misses (Unspecified)
system.ruby.hnf.cntrl.sf.m_demand_accesses            0                       # Number of cache demand accesses (Unspecified)
system.ruby.hnf.cntrl.triggerQueue.m_msg_count        19544                       # Number of messages passed the buffer (Count)
system.ruby.hnf.cntrl.triggerQueue.m_buf_msgs     0.175938                       # Average number of messages in buffer ((Count/Tick))
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.avg_size                       0                       # Avg. number of slots allocated (Unspecified)
system.ruby.mn.cntrl.avg_util                       0                       # Avg. utilization (Unspecified)
system.ruby.mn.cntrl.avg_reserved                   0                       # Avg. number of slots reserved (Unspecified)
system.ruby.mn.cntrl.power_state.pwrStateResidencyTicks::UNDEFINED     79747912                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.msg_count.Control           19037                       # Total messages through network (Count)
system.ruby.network.msg_byte.Control           152296                       # Total bytes through network (Byte)
system.ruby.network.msg_count.Data              15732                       # Total messages through network (Count)
system.ruby.network.msg_byte.Data              629280                       # Total bytes through network (Byte)
system.ruby.network.int_links1.buffers0.m_msg_count          983                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers0.m_buf_msgs     0.006176                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links1.buffers0.m_stall_time         1000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links1.buffers0.m_avg_stall_time     1.017294                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links1.buffers2.m_msg_count          741                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers2.m_buf_msgs     0.004740                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links1.buffers2.m_stall_time         7500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links1.buffers2.m_avg_stall_time    10.121457                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links1.buffers3.m_msg_count           12                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links1.buffers3.m_buf_msgs     0.000075                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers1.m_msg_count            7                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers1.m_buf_msgs     0.000044                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers2.m_msg_count          244                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers2.m_buf_msgs     0.001530                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links10.buffers3.m_msg_count         1480                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links10.buffers3.m_buf_msgs     0.009280                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers1.m_msg_count            7                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers1.m_buf_msgs     0.000044                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers2.m_msg_count          304                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers2.m_buf_msgs     0.001906                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links11.buffers3.m_msg_count          488                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links11.buffers3.m_buf_msgs     0.003060                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers0.m_msg_count         2688                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers0.m_buf_msgs     0.016854                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers2.m_msg_count         1346                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers2.m_buf_msgs     0.008439                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links13.buffers3.m_msg_count         2696                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links13.buffers3.m_buf_msgs     0.016904                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers2.m_msg_count         1346                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links22.buffers2.m_buf_msgs     0.008828                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers2.m_stall_time        31000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links22.buffers2.m_avg_stall_time    23.031204                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links22.buffers3.m_msg_count          698                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links22.buffers3.m_buf_msgs     0.004464                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links22.buffers3.m_stall_time         7000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links22.buffers3.m_avg_stall_time    10.028653                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links24.buffers0.m_msg_count          999                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links24.buffers0.m_buf_msgs     0.006264                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links27.buffers3.m_msg_count         1994                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links27.buffers3.m_buf_msgs     0.012565                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links27.buffers3.m_stall_time         5000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links27.buffers3.m_avg_stall_time     2.507523                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links6.buffers0.m_msg_count          548                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links6.buffers0.m_buf_msgs     0.003436                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links6.buffers2.m_msg_count          304                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links6.buffers2.m_buf_msgs     0.001969                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.int_links6.buffers2.m_stall_time         5000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.int_links6.buffers2.m_avg_stall_time    16.447368                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.int_links6.buffers3.m_msg_count          498                       # Number of messages passed the buffer (Count)
system.ruby.network.int_links6.buffers3.m_buf_msgs     0.003122                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.power_state.pwrStateResidencyTicks::UNDEFINED     79747912                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers0.percent_links_utilized     0.492979                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers0.msg_count.Control::0          983                       # Total messages through switch (Count)
system.ruby.network.routers0.msg_count.Control::1            7                       # Total messages through switch (Count)
system.ruby.network.routers0.msg_count.Control::2          985                       # Total messages through switch (Count)
system.ruby.network.routers0.msg_bytes.Control::0         7864                       # Total bytes through switch (Byte)
system.ruby.network.routers0.msg_bytes.Control::1           56                       # Total bytes through switch (Byte)
system.ruby.network.routers0.msg_bytes.Control::2         7880                       # Total bytes through switch (Byte)
system.ruby.network.routers0.msg_count.Data::3         1492                       # Total messages through switch (Count)
system.ruby.network.routers0.msg_bytes.Data::3        59680                       # Total bytes through switch (Byte)
system.ruby.network.routers0.port_buffers1.m_msg_count            7                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers1.m_buf_msgs     0.000044                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers1.m_occupancy     0.000011                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.port_buffers10.m_msg_count          741                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers10.m_buf_msgs     0.004646                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers10.m_occupancy     0.001162                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.port_buffers11.m_msg_count           12                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers11.m_buf_msgs     0.000113                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers11.m_stall_time         3000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers0.port_buffers11.m_avg_stall_time          250                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers0.port_buffers11.m_occupancy     0.000028                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.port_buffers2.m_msg_count          244                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers2.m_buf_msgs     0.001530                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers2.m_occupancy     0.000382                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.port_buffers3.m_msg_count         1480                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers3.m_buf_msgs     0.009280                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers3.m_occupancy     0.002320                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.port_buffers8.m_msg_count          983                       # Number of messages passed the buffer (Count)
system.ruby.network.routers0.port_buffers8.m_buf_msgs     0.006195                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers0.port_buffers8.m_stall_time         2500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers0.port_buffers8.m_avg_stall_time     2.543235                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers0.port_buffers8.m_occupancy     0.001549                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers0.power_state.pwrStateResidencyTicks::UNDEFINED     79747912                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers0.throttle00.acc_link_utilization  3825.500000                       # Accumulated link utilization system.ruby.network.ext_links0 (Count)
system.ruby.network.routers0.throttle00.link_utilization     2.398590                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle00.total_msg_count         1731                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle00.total_msg_bytes        61208                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle00.total_data_msg_bytes        47360                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle00.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers0.throttle00.total_bw_sat_cy         2960                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle00.avg_msg_wait_time            0                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle00.avg_bandwidth         0.71                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle00.avg_useful_bandwidth         0.55                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle00.msg_count.Control::1            7                       (Unspecified)
system.ruby.network.routers0.throttle00.msg_count.Control::2          244                       (Unspecified)
system.ruby.network.routers0.throttle00.msg_bytes.Control::1           56                       (Unspecified)
system.ruby.network.routers0.throttle00.msg_bytes.Control::2         1952                       (Unspecified)
system.ruby.network.routers0.throttle00.msg_count.Data::3         1480                       (Unspecified)
system.ruby.network.routers0.throttle00.msg_bytes.Data::3        59200                       (Unspecified)
system.ruby.network.routers0.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links00 (Count)
system.ruby.network.routers0.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers0.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle02.acc_link_utilization          892                       # Accumulated link utilization system.ruby.network.int_links01 (Count)
system.ruby.network.routers0.throttle02.link_utilization     0.559284                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle02.total_msg_count         1736                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle02.total_msg_bytes        14272                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle02.total_data_msg_bytes          384                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle02.total_msg_wait_time         5500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers0.throttle02.total_bw_sat_cy           25                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers0.throttle02.avg_msg_wait_time     3.168203                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers0.throttle02.avg_bandwidth         0.17                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle02.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers0.throttle02.msg_count.Control::0          983                       (Unspecified)
system.ruby.network.routers0.throttle02.msg_count.Control::2          741                       (Unspecified)
system.ruby.network.routers0.throttle02.msg_bytes.Control::0         7864                       (Unspecified)
system.ruby.network.routers0.throttle02.msg_bytes.Control::2         5928                       (Unspecified)
system.ruby.network.routers0.throttle02.msg_count.Data::3           12                       (Unspecified)
system.ruby.network.routers0.throttle02.msg_bytes.Data::3          480                       (Unspecified)
system.ruby.network.routers0.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links02 (Count)
system.ruby.network.routers0.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers0.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers0.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers0.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers0.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
