
---------- Begin Simulation Statistics ----------
simSeconds                                   0.166511                       # Number of seconds simulated (Second)
simTicks                                 166511323752                       # Number of ticks simulated (Tick)
finalTick                                166511323752                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2021.21                       # Real time elapsed on the host (Second)
hostTickRate                                 82382070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786984                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33351                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57843                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        316561453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.696146                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.212941                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263772058                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      164                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206142865                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96349                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146860067                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293395156                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           316499582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.651321                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.149110                       # Number of insts issued each cycle (Count)
system.ruby.m_latencyHistSeqr            |       42342     99.00%     99.00% |           1      0.00%     99.00% |           0      0.00%     99.00% |           1      0.00%     99.01% |           4      0.01%     99.02% |          17      0.04%     99.06% |         380      0.89%     99.94% |          24      0.06%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_latencyHistSeqr::total            42769                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::bucket_size           64                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::max_bucket          639                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::samples        41743                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::mean       2.024172                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::gmean      2.004259                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr::stdev      2.766895                       (Unspecified)
system.ruby.m_hitLatencyHistSeqr         |       41741    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           2      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_hitLatencyHistSeqr::total         41743                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::bucket_size           64                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::max_bucket          639                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::samples         1026                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::mean    186.489279                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::gmean    66.622840                       (Unspecified)
system.ruby.m_missLatencyHistSeqr::stdev   200.953305                       (Unspecified)
system.ruby.m_missLatencyHistSeqr        |         601     58.58%     58.58% |           1      0.10%     58.67% |           0      0.00%     58.67% |           1      0.10%     58.77% |           4      0.39%     59.16% |          17      1.66%     60.82% |         378     36.84%     97.66% |          24      2.34%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.m_missLatencyHistSeqr::total         1026                       (Unspecified)
system.ruby.Cache_Controller.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |        1536     36.35%     36.35% |        2690     63.65%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocRequest::total         4226                       (Unspecified)
system.ruby.Cache_Controller.AllocSeqRequest |       14213     33.23%     33.23% |       28556     66.77%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocSeqRequest::total        42769                       (Unspecified)
system.ruby.Cache_Controller.AllocPfRequest |           0      0.00%      0.00% |          29      1.82%      1.82% |        1562     98.18%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocPfRequest::total         1591                       (Unspecified)
system.ruby.Cache_Controller.AllocSnoop  |           7     50.00%     50.00% |           7     50.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.AllocSnoop::total           14                       (Unspecified)
system.ruby.Cache_Controller.Load        |       14213     47.51%     47.51% |       15702     52.49%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Load::total        29915                       (Unspecified)
system.ruby.Cache_Controller.Store       |           0      0.00%      0.00% |       12856    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Store::total        12856                       (Unspecified)
system.ruby.Cache_Controller.Prefetch    |           0      0.00%      0.00% |          35      2.17%      2.17% |        1579     97.83%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Prefetch::total         1614                       (Unspecified)
system.ruby.Cache_Controller.ReadShared  |           0      0.00%      0.00% |           0      0.00%      0.00% |        1014     43.67%     43.67% |        1308     56.33%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadShared::total         2322                       (Unspecified)
system.ruby.Cache_Controller.ReadUnique  |           0      0.00%      0.00% |           0      0.00%      0.00% |          69    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadUnique::total           69                       (Unspecified)
system.ruby.Cache_Controller.ReadUnique_PoC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          35    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadUnique_PoC::total           35                       (Unspecified)
system.ruby.Cache_Controller.CleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CleanUnique::total           57                       (Unspecified)
system.ruby.Cache_Controller.Evict       |           0      0.00%      0.00% |           0      0.00%      0.00% |         492    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Evict::total          492                       (Unspecified)
system.ruby.Cache_Controller.WriteEvictFull |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteEvictFull::total         1347                       (Unspecified)
system.ruby.Cache_Controller.SnpCleanInvalid |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpCleanInvalid::total            7                       (Unspecified)
system.ruby.Cache_Controller.SnpShared   |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpShared::total            7                       (Unspecified)
system.ruby.Cache_Controller.CompAck     |           0      0.00%      0.00% |           0      0.00%      0.00% |        1045     43.69%     43.69% |        1347     56.31%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompAck::total         2392                       (Unspecified)
system.ruby.Cache_Controller.Comp_I      |         250     50.81%     50.81% |         242     49.19%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Comp_I::total          492                       (Unspecified)
system.ruby.Cache_Controller.Comp_UC     |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Comp_UC::total           57                       (Unspecified)
system.ruby.Cache_Controller.CompDBIDResp |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompDBIDResp::total         1349                       (Unspecified)
system.ruby.Cache_Controller.SnpResp_I   |           0      0.00%      0.00% |           0      0.00%      0.00% |           1    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpResp_I::total            1                       (Unspecified)
system.ruby.Cache_Controller.CompData_UC |           0      0.00%      0.00% |         132      4.67%      4.67% |        2694     95.33%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_UC::total         2826                       (Unspecified)
system.ruby.Cache_Controller.CompData_SC |        1478     80.77%     80.77% |         352     19.23%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_SC::total         1830                       (Unspecified)
system.ruby.Cache_Controller.CompData_SD_PD |          14    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_SD_PD::total           14                       (Unspecified)
system.ruby.Cache_Controller.CBWrData_UC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        2698    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CBWrData_UC::total         2698                       (Unspecified)
system.ruby.Cache_Controller.SnpRespData_I_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          12    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpRespData_I_PD::total           12                       (Unspecified)
system.ruby.Cache_Controller.SnpRespData_SC_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          14    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpRespData_SC_PD::total           14                       (Unspecified)
system.ruby.Cache_Controller.CheckCacheFill |         996      4.73%      4.73% |       13274     62.99%     67.72% |        2758     13.09%     80.80% |        4045     19.20%    100.00% (Unspecified)
system.ruby.Cache_Controller.CheckCacheFill::total        21073                       (Unspecified)
system.ruby.Cache_Controller.Local_Eviction |         250     13.59%     13.59% |         242     13.16%     26.75% |        1347     73.25%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Local_Eviction::total         1839                       (Unspecified)
system.ruby.Cache_Controller.LocalHN_Eviction |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.LocalHN_Eviction::total         1349                       (Unspecified)
system.ruby.Cache_Controller.TagArrayRead |       14470     28.26%     28.26% |       28824     56.29%     84.55% |        3872      7.56%     92.11% |        4039      7.89%    100.00% (Unspecified)
system.ruby.Cache_Controller.TagArrayRead::total        51205                       (Unspecified)
system.ruby.Cache_Controller.TagArrayWrite |        1003      4.52%      4.52% |       13281     59.81%     64.32% |        3878     17.46%     81.79% |        4045     18.21%    100.00% (Unspecified)
system.ruby.Cache_Controller.TagArrayWrite::total        22207                       (Unspecified)
system.ruby.Cache_Controller.DataArrayRead |       13468     30.80%     30.80% |       28283     64.69%     95.49% |        1973      4.51%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayRead::total        43724                       (Unspecified)
system.ruby.Cache_Controller.DataArrayWrite |           0      0.00%      0.00% |       12790     99.50%     99.50% |          64      0.50%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayWrite::total        12854                       (Unspecified)
system.ruby.Cache_Controller.DataArrayWriteOnFill |         746     20.25%     20.25% |         242      6.57%     26.82% |        1347     36.56%     63.38% |        1349     36.62%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayWriteOnFill::total         3684                       (Unspecified)
system.ruby.Cache_Controller.ReadHitPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |         626    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadHitPipe::total          626                       (Unspecified)
system.ruby.Cache_Controller.ReadMissPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |         418     23.71%     23.71% |        1345     76.29%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadMissPipe::total         1763                       (Unspecified)
system.ruby.Cache_Controller.WriteFEPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347     50.00%     50.00% |        1347     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteFEPipe::total         2694                       (Unspecified)
system.ruby.Cache_Controller.WriteBEPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteBEPipe::total         1349                       (Unspecified)
system.ruby.Cache_Controller.FillPipe    |         746      4.51%      4.51% |       13032     78.80%     83.31% |        1411      8.53%     91.84% |        1349      8.16%    100.00% (Unspecified)
system.ruby.Cache_Controller.FillPipe::total        16538                       (Unspecified)
system.ruby.Cache_Controller.SnpSharedPipe |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpSharedPipe::total            7                       (Unspecified)
system.ruby.Cache_Controller.SnpInvPipe  |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpInvPipe::total            7                       (Unspecified)
system.ruby.Cache_Controller.SendReadShared |         745     33.42%     33.42% |         176      7.90%     41.32% |        1308     58.68%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadShared::total         2229                       (Unspecified)
system.ruby.Cache_Controller.SendReadNoSnpDMT |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1345    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadNoSnpDMT::total         1345                       (Unspecified)
system.ruby.Cache_Controller.SendReadUnique |           0      0.00%      0.00% |          66     65.35%     65.35% |          35     34.65%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadUnique::total          101                       (Unspecified)
system.ruby.Cache_Controller.SendCompAck |         746     31.19%     31.19% |         299     12.50%     43.69% |        1347     56.31%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompAck::total         2392                       (Unspecified)
system.ruby.Cache_Controller.SendCompData |           0      0.00%      0.00% |           0      0.00%      0.00% |         988    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompData::total          988                       (Unspecified)
system.ruby.Cache_Controller.WaitCompAck |           0      0.00%      0.00% |           0      0.00%      0.00% |        1045     43.72%     43.72% |        1345     56.28%    100.00% (Unspecified)
system.ruby.Cache_Controller.WaitCompAck::total         2390                       (Unspecified)
system.ruby.Cache_Controller.SendWriteBackOrWriteEvict |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendWriteBackOrWriteEvict::total         1347                       (Unspecified)
system.ruby.Cache_Controller.SendWBData  |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendWBData::total         1349                       (Unspecified)
system.ruby.Cache_Controller.SendCompDBIDResp |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompDBIDResp::total         1347                       (Unspecified)
system.ruby.Cache_Controller.SendEvict   |         250     50.81%     50.81% |         242     49.19%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendEvict::total          492                       (Unspecified)
system.ruby.Cache_Controller.SendCompIResp |           0      0.00%      0.00% |           0      0.00%      0.00% |         492    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompIResp::total          492                       (Unspecified)
system.ruby.Cache_Controller.SendCleanUnique |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCleanUnique::total           57                       (Unspecified)
system.ruby.Cache_Controller.SendCompUCResp |           0      0.00%      0.00% |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompUCResp::total           57                       (Unspecified)
system.ruby.Cache_Controller.CheckUpgrade_FromStore |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CheckUpgrade_FromStore::total           57                       (Unspecified)
system.ruby.Cache_Controller.SendSnpShared |           0      0.00%      0.00% |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendSnpShared::total            7                       (Unspecified)
system.ruby.Cache_Controller.SendSnpCleanInvalidNoReq |           0      0.00%      0.00% |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendSnpCleanInvalidNoReq::total            7                       (Unspecified)
system.ruby.Cache_Controller.SendSnpData |           6     46.15%     46.15% |           7     53.85%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendSnpData::total           13                       (Unspecified)
system.ruby.Cache_Controller.SendSnpIResp |           1    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendSnpIResp::total            1                       (Unspecified)
system.ruby.Cache_Controller.SendInvSnpResp |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendInvSnpResp::total            7                       (Unspecified)
system.ruby.Cache_Controller.LoadHit     |       13467     46.42%     46.42% |       15543     53.58%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.LoadHit::total        29010                       (Unspecified)
system.ruby.Cache_Controller.StoreHit    |           0      0.00%      0.00% |       12733    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.StoreHit::total        12733                       (Unspecified)
system.ruby.Cache_Controller.TX_Data     |          12      0.26%      0.26% |          14      0.30%      0.55% |        4674     99.45%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.TX_Data::total         4700                       (Unspecified)
system.ruby.Cache_Controller.MaintainCoherence |           0      0.00%      0.00% |           0      0.00%      0.00% |          64      4.53%      4.53% |        1349     95.47%    100.00% (Unspecified)
system.ruby.Cache_Controller.MaintainCoherence::total         1413                       (Unspecified)
system.ruby.Cache_Controller.FinishCleanUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.FinishCleanUnique::total           57                       (Unspecified)
system.ruby.Cache_Controller.Final       |       14470     28.25%     28.25% |       28824     56.28%     84.53% |        3878      7.57%     92.10% |        4045      7.90%    100.00% (Unspecified)
system.ruby.Cache_Controller.Final::total        51217                       (Unspecified)
system.ruby.Cache_Controller.I.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         354     20.86%     20.86% |        1343     79.14%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.AllocRequest::total         1697                       (Unspecified)
system.ruby.Cache_Controller.I.AllocSeqRequest |         745     76.96%     76.96% |         223     23.04%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.AllocSeqRequest::total          968                       (Unspecified)
system.ruby.Cache_Controller.I.AllocPfRequest |           0      0.00%      0.00% |          19      1.88%      1.88% |         989     98.12%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.AllocPfRequest::total         1008                       (Unspecified)
system.ruby.Cache_Controller.I.Load      |         745     82.59%     82.59% |         157     17.41%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.Load::total          902                       (Unspecified)
system.ruby.Cache_Controller.I.Store     |           0      0.00%      0.00% |          66    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.Store::total           66                       (Unspecified)
system.ruby.Cache_Controller.I.Prefetch  |           0      0.00%      0.00% |          19      1.88%      1.88% |         989     98.12%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.Prefetch::total         1008                       (Unspecified)
system.ruby.Cache_Controller.I.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |         319     19.61%     19.61% |        1308     80.39%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.ReadShared::total         1627                       (Unspecified)
system.ruby.Cache_Controller.I.ReadUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          35    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.ReadUnique::total           35                       (Unspecified)
system.ruby.Cache_Controller.I.ReadUnique_PoC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          35    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.I.ReadUnique_PoC::total           35                       (Unspecified)
system.ruby.Cache_Controller.SC.AllocSeqRequest |       13453     70.68%     70.68% |        5581     29.32%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.AllocSeqRequest::total        19034                       (Unspecified)
system.ruby.Cache_Controller.SC.AllocPfRequest |           0      0.00%      0.00% |           4    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.AllocPfRequest::total            4                       (Unspecified)
system.ruby.Cache_Controller.SC.AllocSnoop |           1    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.AllocSnoop::total            1                       (Unspecified)
system.ruby.Cache_Controller.SC.Load     |       13453     70.88%     70.88% |        5526     29.12%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.Load::total        18979                       (Unspecified)
system.ruby.Cache_Controller.SC.Store    |           0      0.00%      0.00% |          57    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.Store::total           57                       (Unspecified)
system.ruby.Cache_Controller.SC.Prefetch |           0      0.00%      0.00% |           8    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.Prefetch::total            8                       (Unspecified)
system.ruby.Cache_Controller.SC.SnpCleanInvalid |           1    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.SnpCleanInvalid::total            1                       (Unspecified)
system.ruby.Cache_Controller.SC.Local_Eviction |         250     50.81%     50.81% |         242     49.19%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SC.Local_Eviction::total          492                       (Unspecified)
system.ruby.Cache_Controller.UC.AllocRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         529    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.AllocRequest::total          529                       (Unspecified)
system.ruby.Cache_Controller.UC.AllocPfRequest |           0      0.00%      0.00% |           0      0.00%      0.00% |         319    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.AllocPfRequest::total          319                       (Unspecified)
system.ruby.Cache_Controller.UC.Prefetch |           0      0.00%      0.00% |           0      0.00%      0.00% |         319    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.Prefetch::total          319                       (Unspecified)
system.ruby.Cache_Controller.UC.ReadShared |           0      0.00%      0.00% |           0      0.00%      0.00% |         593    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.ReadShared::total          593                       (Unspecified)
system.ruby.Cache_Controller.UC.ReadUnique |           0      0.00%      0.00% |           0      0.00%      0.00% |          31    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.ReadUnique::total           31                       (Unspecified)
system.ruby.Cache_Controller.UC.Local_Eviction |           0      0.00%      0.00% |           0      0.00%      0.00% |        1347    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.Local_Eviction::total         1347                       (Unspecified)
system.ruby.Cache_Controller.UC.LocalHN_Eviction |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |        1349    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UC.LocalHN_Eviction::total         1349                       (Unspecified)
system.ruby.Cache_Controller.SD.AllocSeqRequest |          15    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SD.AllocSeqRequest::total           15                       (Unspecified)
system.ruby.Cache_Controller.SD.AllocSnoop |           6    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SD.AllocSnoop::total            6                       (Unspecified)
system.ruby.Cache_Controller.SD.Load     |          15    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SD.Load::total           15                       (Unspecified)
system.ruby.Cache_Controller.SD.SnpCleanInvalid |           6    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SD.SnpCleanInvalid::total            6                       (Unspecified)
system.ruby.Cache_Controller.UD.AllocSeqRequest |           0      0.00%      0.00% |       22750    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD.AllocSeqRequest::total        22750                       (Unspecified)
system.ruby.Cache_Controller.UD.AllocSnoop |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD.AllocSnoop::total            7                       (Unspecified)
system.ruby.Cache_Controller.UD.Load     |           0      0.00%      0.00% |       10017    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD.Load::total        10017                       (Unspecified)
system.ruby.Cache_Controller.UD.Store    |           0      0.00%      0.00% |       12733    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD.Store::total        12733                       (Unspecified)
system.ruby.Cache_Controller.UD.Prefetch |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.UD.Prefetch::total            2                       (Unspecified)
system.ruby.Cache_Controller.UD.SnpShared |           0      0.00%      0.00% |           7    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
